id,enumerator_id,survey_date,duration_minutes,respondent_age,household_size,monthly_income,monthly_expenditure,asset_count,currently_working,education_level,work_sector
R00928,E04,2025-04-14,37,42,3,,1066,4,1,3,government
R00929,E04,2025-04-14,34,19,4,1129,1076,3,1,3,retail
R00930,E04,2025-04-14,26,36,6,1073,814,5,1,2,services
R00931,E04,2025-04-14,30,53,5,879,997,7,1,3,agriculture
R00932,E04,2025-04-15,34,18,5,1041,881,5,1,2,retail
R00933,E04,2025-04-15,42,28,4,2426,2358,6,1,2,retail
R00934,E04,2025-04-15,56,25,9,1030,865,6,1,2,government
R00935,E04,2025-04-15,39,53,4,1641,1186,6,1,2,retail
R00936,E04,2025-04-15,47,26,6,1784,1366,5,1,3,manufacturing
R00937,E04,2025-04-15,34,30,11,623,690,2,1,4,retail
R00938,E04,2025-04-15,38,45,5,2322,2262,5,1,3,agriculture
R00939,E04,2025-04-16,45,26,6,,939,4,1,2,government
R00940,E04,2025-04-16,54,54,8,,294,0,0,4,
R00941,E04,2025-04-16,50,55,5,979,924,5,1,4,government
R00942,E04,2025-04-16,35,44,7,,,,0,4,
R00943,E04,2025-04-16,31,38,10,1603,814,1,1,1,retail
R00944,E04,2025-04-16,40,45,1,,16462,3,1,2,services
R00945,E04,2025-04-16,36,45,4,366,439,2,1,2,retail
R00946,E04,2025-04-16,41,37,9,1129,1191,3,1,4,retail
R00947,E04,2025-04-16,,34,2,,1265,5,0,4,
R00948,E04,2025-04-16,47,15,9,852,,4,1,1,retail
R00949,E04,2025-04-17,39,31,4,2258,1564,3,1,3,retail
R00950,E04,2025-04-17,45,35,9,,1312,4,0,1,
R00951,E04,2025-04-17,47,53,8,,537,2,0,4,
R00952,E04,2025-04-17,31,35,4,1598,1367,5,1,4,agriculture
R00953,E04,2025-04-17,23,40,2,,1892,3,0,2,
,E04,2025-04-17,21,55,5,23092,1123,0,1,1,government
R00955,E04,2025-04-17,37,24,7,1668,1605,4,1,1,government
R00956,E04,2025-04-18,33,33,6,,1363,5,0,1,
R00957,E04,2025-04-18,28,41,6,1402,884,3,0,2,
R00958,E04,2025-04-18,37,34,7,639,577,4,1,3,retail
R00959,E04,2025-04-18,43,43,7,713,709,2,1,2,retail
R00960,E04,2025-04-18,37,50,8,1483,1250,3,1,2,manufacturing
R00961,E04,2025-04-18,37,45,6,,575,2,0,3,
R00962,E04,2025-04-18,37,47,8,1176,737,4,1,2,services
R00963,E04,2025-04-18,32,54,2,,831,5,0,3,
R00964,E04,2025-04-18,31,25,3,861,572,7,1,3,retail
R00965,E04,2025-04-18,38,40,6,,875,6,0,1,
R00966,E04,2025-04-19,38,27,4,1755,871,5,1,4,agriculture
R00967,E04,2025-04-19,37,45,4,,718,4,0,2,
R00968,E04,2025-04-19,41,37,9,,1138,5,0,2,
R00969,E04,2025-04-19,34,,6,861,795,2,1,3,manufacturing
R00970,E04,2025-04-19,28,50,4,,,,0,4,
R00971,E04,2025-04-19,46,21,6,,925,2,1,3,government
R00972,E04,2025-04-20,25,43,5,929,607,3,1,1,agriculture
R00973,E04,2025-04-20,38,40,4,,828,1,1,3,services
R00974,E04,2025-04-20,45,53,3,825,730,3,1,4,services
R00975,E04,2025-04-20,37,34,7,1009,770,4,1,1,government
R00976,E04,2025-04-21,40,33,3,4497,3859,4,1,3,agriculture
R00977,E04,2025-04-21,25,48,4,,878,5,0,4,
R00978,E04,2025-04-22,41,39,6,640,867,3,1,4,manufacturing
R00979,E04,2025-04-22,35,21,4,2233,1430,5,1,3,services
R00980,E04,2025-04-22,29,18,3,999,,1,1,2,retail
R00981,E04,2025-04-22,29,18,5,,1606,2,0,3,
R00982,E04,2025-04-22,40,36,5,,876,4,0,1,
R00983,E04,2025-04-22,46,27,8,,854,6,1,4,agriculture
R00984,E04,2025-04-22,26,54,7,1036,1018,2,1,2,government
R00985,E04,2025-04-23,27,24,7,899,846,1,1,4,manufacturing
R00986,E04,2025-04-23,42,40,11,,655,8,0,2,
R00987,E04,2025-04-23,32,35,7,,,3,0,3,
R00988,E04,2025-04-23,27,51,4,692,497,3,1,3,agriculture
R00989,E04,2025-04-23,29,32,6,917,2610,5,1,3,agriculture
R00990,E04,2025-04-23,32,18,5,1249,1063,1,1,2,agriculture
R00991,E04,2025-04-23,51,47,8,1954,1328,5,1,3,manufacturing
R00992,E04,,19,23,4,2979,2562,6,1,1,agriculture
R00993,E04,2025-04-23,36,47,3,1533,1444,4,1,4,agriculture
R00994,E04,2025-04-23,22,43,5,,586,7,1,2,retail
R00995,E04,2025-04-23,47,24,6,1334,860,10,1,1,agriculture
R00996,E04,2025-04-24,42,68,7,,1185,3,1,1,government
R00997,E04,2025-04-24,38,34,6,527,708,3,1,4,agriculture
R00998,E04,2025-04-24,45,50,9,1149,1055,4,1,1,agriculture
R00999,E04,2025-04-24,60,,2,1189,1005,4,1,3,services
R01000,E04,2025-04-24,,31,7,1998,1389,4,1,2,manufacturing
R01001,E04,,40,46,3,1174,1063,0,1,1,retail
R01002,E04,2025-04-24,,63,2,1646,1377,3,1,4,services
R01003,E04,2025-04-24,38,41,4,,820,,0,2,
R01004,E04,2025-04-24,38,33,4,,708,3,0,4,
R01005,E04,2025-04-24,44,50,11,,1701,3,0,1,
R01006,E04,2025-04-24,35,34,2,,490,6,0,2,
R01007,E04,2025-04-24,26,39,5,,2237,2,0,4,
R01008,E04,2025-04-24,41,49,6,1297,,3,1,4,services
R01009,E04,2025-04-25,42,52,5,,922,8,0,2,
R01010,E04,2025-04-25,33,28,9,2022,,,1,1,manufacturing
R01011,E04,2025-04-25,25,24,4,4180,,10,1,3,agriculture
R01012,E04,2025-04-25,57,54,8,,867,4,0,3,
R01013,E04,2025-04-25,45,38,4,696,683,0,1,2,government
R01014,E04,2025-04-25,39,45,3,478,561,0,1,1,manufacturing
R01015,E04,2025-04-25,48,28,3,,2567,6,1,1,manufacturing
R01016,E04,2025-04-25,35,30,6,2291,1863,8,1,1,retail
R01017,E04,2025-04-26,36,54,5,,1291,3,0,1,
R01018,E04,2025-04-26,30,18,7,,5535,0,0,3,
R01019,E04,2025-04-26,39,43,7,848,836,4,1,4,services
R01020,E04,2025-04-26,37,50,3,1520,1187,8,1,2,government
R01021,E04,2025-04-26,43,45,7,,667,0,0,1,
R01022,E04,2025-04-26,36,31,6,1488,1009,6,1,1,agriculture
R01023,E04,2025-04-26,35,27,6,1469,1114,5,1,1,agriculture
R01024,E04,2025-04-26,33,31,3,,642,4,0,4,
R01025,E04,2025-04-27,30,26,6,675,454,1,1,4,government
R01026,E04,2025-04-27,55,36,3,,953,0,0,1,
R01027,E04,2025-04-27,41,40,11,369,378,2,1,2,services
R01028,E04,2025-04-27,44,59,5,1028,951,6,1,1,retail
R01029,E04,2025-04-27,36,30,5,,,6,0,2,
R01030,E04,2025-04-27,33,23,10,1020,880,1,1,4,retail
R01031,E04,2025-04-27,36,21,2,1761,,5,1,1,services
R01032,E04,2025-04-27,39,39,7,1103,1039,2,1,2,agriculture
R01033,E04,2025-04-27,42,33,5,1120,714,3,1,4,agriculture
R01034,E04,2025-04-27,35,40,7,2198,1643,5,1,1,services
R01035,E04,2025-04-28,14,46,8,863,865,3,1,2,agriculture
R01036,E04,2025-04-28,38,18,4,1527,1184,,1,2,agriculture
R01037,E04,2025-04-28,45,32,6,1186,1427,6,1,3,retail
R01038,E04,2025-04-28,33,49,4,922,651,1,1,3,manufacturing
R01039,E04,2025-04-28,42,40,6,699,790,1,1,3,agriculture
R01040,E04,2025-04-28,43,,2,,769,6,0,1,
R01041,E04,2025-04-28,45,32,4,16076,2171,0,1,4,services
R01042,E04,2025-04-28,43,29,6,1437,1069,0,1,3,retail
R01043,E04,2025-04-28,45,42,8,1865,1581,4,1,4,government
R01044,E04,2025-04-28,49,26,7,1940,1704,6,1,1,government
R01045,E04,2025-04-28,35,19,3,,,7,0,2,
R01046,E04,2025-04-29,37,32,7,1117,766,6,1,3,agriculture
R01047,E04,2025-04-29,22,42,4,,688,5,0,1,
R01048,E04,2025-04-29,33,26,7,1288,1108,2,1,1,agriculture
R01049,E04,2025-04-29,49,22,5,,,3,0,1,
R01050,E04,2025-04-29,38,51,5,,2317,9,1,4,services
R01051,E04,2025-04-29,36,34,3,786,777,4,1,2,manufacturing
R01052,E04,2025-04-29,29,54,5,,956,6,0,1,
R01053,E04,2025-04-29,33,44,7,888,568,,1,4,manufacturing
R01054,E04,2025-04-29,39,26,4,,1612,1,1,4,services
R01055,E04,2025-04-29,55,50,7,468,538,,1,1,retail
R01056,E04,2025-04-29,34,43,8,1062,786,6,1,1,manufacturing
R01057,E04,2025-04-30,23,46,10,805,780,2,1,1,government
R01058,E04,2025-04-30,43,46,10,2313,1629,1,1,4,services
R01059,E04,2025-04-30,29,32,4,,1110,5,0,3,
R01060,E04,2025-04-30,39,41,3,644,457,3,1,4,agriculture
R01061,E04,2025-04-30,28,45,7,558,465,3,1,3,retail
R01062,E04,2025-04-30,44,57,2,,360,0,0,2,
R01063,E04,2025-04-30,,36,11,1580,1776,5,1,4,manufacturing
R01064,E04,2025-04-30,31,68,5,,1123,6,0,2,
R01065,E04,2025-04-30,35,38,9,1601,1530,8,1,4,agriculture
R03207,E05,2025-04-01,33,36,6,,931,10,1,3,agriculture
R01011,E05,2025-04-01,60,39,5,,1180,4,0,1,
R01107,E05,2025-04-01,24,50,6,,615,3,0,4,
R01069,E05,2025-04-01,25,18,3,,869,4,0,3,
R01070,E05,2025-04-01,44,27,6,1216,913,4,1,2,government
R01071,E05,2025-04-02,30,37,2,1242,625,5,1,1,manufacturing
R01072,E05,2025-04-02,34,44,4,,1601,,0,1,
R01073,E05,2025-04-02,30,59,4,,1547,5,1,2,retail
R01074,E05,2025-04-02,45,27,3,3418,11671,5,1,3,government
R01075,E05,2025-04-02,29,36,4,,747,0,0,1,
R01076,E05,2025-04-02,32,18,3,,727,,1,2,government
R01077,E05,2025-04-02,34,36,4,1221,963,3,1,1,government
R01078,E05,2025-04-02,36,45,3,,1210,3,1,2,manufacturing
R01079,E05,2025-04-02,35,36,7,1091,1278,2,1,3,government
R01080,E05,2025-04-02,36,53,9,,1561,6,0,3,
R01081,E05,2025-04-03,46,47,11,1385,853,7,1,3,manufacturing
R01082,E05,2025-04-03,26,47,5,1625,1507,1,1,2,manufacturing
R01083,E05,2025-04-03,37,49,7,,948,3,0,1,
R01084,E05,2025-04-03,49,51,3,1386,1087,4,1,2,government
R01085,E05,2025-04-03,41,42,2,1532,985,6,1,4,agriculture
R01086,E05,2025-04-03,41,41,7,3042,2033,7,1,2,government
R01087,E05,2025-04-03,47,22,4,548,320,2,1,3,agriculture
R01088,E05,2025-04-03,27,36,9,727,2592,,1,3,retail
R01089,E05,2025-04-04,41,27,9,1635,1079,3,1,3,manufacturing
R01090,E05,2025-04-04,28,49,4,1296,1148,5,1,2,services
R01091,E05,2025-04-04,35,54,7,1556,,4,1,1,services
R01092,E05,2025-04-05,49,27,2,844,840,0,1,2,agriculture
R01093,E05,2025-04-05,,51,7,,581,5,0,4,
R01094,E05,2025-04-05,50,18,5,1446,1196,3,1,2,agriculture
R01095,E05,2025-04-05,52,35,10,1937,1769,5,1,2,agriculture
R01096,E05,2025-04-05,17,30,3,1462,1180,3,1,2,manufacturing
R01097,E05,2025-04-05,50,40,4,1126,991,3,1,4,services
R01098,E05,2025-04-05,35,37,4,660,627,4,1,1,retail
R01099,E05,2025-04-06,44,57,9,706,694,2,1,1,agriculture
R01100,E05,2025-04-06,31,49,7,,3597,7,0,2,
R01101,E05,2025-04-06,23,40,4,,669,7,0,4,
R01102,E05,2025-04-06,44,44,5,,1288,2,0,1,
R01103,E05,2025-04-06,28,36,7,,601,4,0,3,
R01104,E05,2025-04-07,28,56,9,1092,,5,1,4,agriculture
R01105,E05,2025-04-07,,55,7,,1420,,1,4,government
R01106,E05,2025-04-07,38,30,7,1877,1775,4,1,4,government
R01107,E05,2025-04-07,23,,5,1246,928,5,1,2,manufacturing
R01108,E05,2025-04-07,33,42,5,863,785,3,1,4,manufacturing
R01109,E05,2025-04-07,36,56,7,,1950,,1,2,services
R01110,E05,2025-04-07,50,54,6,1527,1256,2,1,4,agriculture
R01111,E05,2025-04-07,43,34,4,,,5,1,4,manufacturing
R01112,E05,2025-04-07,22,34,9,1152,1463,2,1,2,retail
R01113,E05,2025-04-08,36,30,5,,,3,0,4,
R01114,E05,2025-04-08,41,46,9,,1332,4,0,3,
R01115,E05,2025-04-08,33,51,7,949,495,3,1,4,services
R01116,E05,2025-04-08,28,57,5,,957,1,0,3,
R01117,E05,2025-04-08,57,47,8,3370,,7,1,2,agriculture
R01118,E05,2025-04-08,36,18,4,1451,1478,5,1,2,agriculture
R01119,E05,2025-04-08,45,63,5,,2890,,0,3,
R01120,E05,2025-04-08,34,31,3,861,686,4,1,4,retail
R01121,E05,2025-04-09,38,29,3,1284,838,6,1,2,manufacturing
R01122,E05,2025-04-09,40,57,7,1635,1754,5,1,2,services
R01123,E05,2025-04-09,17,46,5,910,3025,4,1,1,manufacturing
R01124,E05,2025-04-09,52,36,9,1453,1355,2,1,4,services
R01125,E05,2025-04-09,22,30,9,,640,4,0,2,
R01126,E05,2025-04-09,39,53,5,1940,1295,3,1,3,services
R01127,E05,2025-04-09,35,53,9,,893,5,0,1,
R01128,E05,2025-04-09,36,18,8,,734,5,0,3,
R01129,E05,2025-04-09,52,38,6,,1238,5,0,2,
R01130,E05,2025-04-09,44,48,8,,856,1,1,2,government
R01131,E05,2025-04-10,40,18,1,759,,3,1,2,government
R01132,E05,2025-04-10,35,48,4,872,801,5,1,1,manufacturing
R01133,E05,2025-04-10,50,57,6,1442,1592,8,1,1,retail
R01134,E05,2025-04-10,53,46,8,776,1048,3,1,3,retail
R01135,E05,2025-04-10,28,67,3,,1152,8,1,2,services
R01136,E05,2025-04-11,17,37,6,,504,1,0,3,
R01137,E05,2025-04-11,39,30,7,798,623,7,1,2,retail
R01138,E05,2025-04-11,38,40,1,,,2,0,2,
R01139,E05,2025-04-11,28,27,5,,1190,3,0,3,
R01140,E05,2025-04-11,31,22,4,,1334,,0,3,
R01141,E05,2025-04-11,28,37,4,,764,5,0,4,
R01142,E05,2025-04-11,32,63,2,983,1074,7,1,3,services
R01143,E05,2025-04-11,34,45,5,565,30665,3,1,2,government
R01144,E05,2025-04-11,38,58,7,,701,4,0,4,
R01145,E05,2025-04-11,28,28,6,1004,,1,1,2,retail
R01146,E05,2025-04-11,43,35,6,,1138,5,1,3,manufacturing
R01147,E05,2025-04-11,41,55,2,1942,1267,3,1,2,government
R01148,E05,2025-04-12,36,50,6,,1841,,1,3,manufacturing
R01149,E05,2025-04-12,34,64,9,936,1035,6,1,1,retail
R01150,E05,2025-04-12,40,27,3,917,784,0,1,1,manufacturing
R01151,E05,2025-04-12,44,,4,1318,853,2,1,2,retail
R01152,E05,2025-04-12,47,70,4,2009,,3,1,4,manufacturing
R01153,E05,2025-04-12,56,49,4,1874,1329,1,1,1,manufacturing
R01154,E05,2025-04-12,47,33,4,2422,1424,4,1,3,manufacturing
R01155,E05,2025-04-12,40,55,7,1352,980,5,1,1,services
R01156,E05,2025-04-12,36,33,6,1078,869,3,1,3,manufacturing
R01157,E05,2025-04-12,33,48,3,2788,1714,4,1,1,services
R01158,E05,2025-04-12,32,34,6,645,552,3,1,1,agriculture
R01159,E05,2025-04-13,24,53,4,2730,2446,6,1,4,government
R01160,E05,2025-04-13,27,41,1,,9887,7,0,4,
R01161,E05,2025-04-13,35,35,6,984,973,1,1,4,services
R01162,E05,2025-04-13,29,45,2,1883,1237,2,1,1,government
R01163,E05,2025-04-13,44,37,6,,1041,5,0,2,
R01164,E05,2025-04-13,32,29,4,629,741,4,1,1,agriculture
R01165,E05,2025-04-13,41,25,3,912,637,1,1,3,services
R01166,E05,2025-04-13,52,30,11,,1075,2,0,1,
R01167,E05,2025-04-13,21,67,8,,1103,2,1,4,manufacturing
R01168,E05,2025-04-13,30,49,5,,718,2,0,1,
R01169,E05,2025-04-13,32,31,4,1934,1492,2,1,4,agriculture
R01170,E05,2025-04-13,44,18,2,607,546,4,1,2,retail
R01171,E05,2025-04-13,49,38,10,,1368,1,0,2,
R01172,E05,2025-04-13,31,40,4,3000,2468,6,1,3,manufacturing
R01173,E05,2025-04-13,39,41,8,,588,2,0,4,
R01174,E05,2025-04-13,31,18,3,661,603,6,1,3,services
R01175,E05,2025-04-14,45,40,6,1654,1277,3,1,1,agriculture
R01176,E05,2025-04-14,35,57,8,576,474,2,1,4,manufacturing
R01177,E05,2025-04-14,27,43,4,,,1,1,1,government
R01178,E05,2025-04-14,28,45,8,1618,1456,5,1,4,manufacturing
R01179,E05,2025-04-14,37,39,10,860,901,0,1,2,manufacturing
R01180,E05,2025-04-14,28,21,2,1071,651,2,1,1,government
R01181,E05,2025-04-14,37,51,3,,1116,6,0,3,
R01182,E05,2025-04-14,51,42,8,,1152,7,0,4,
R01183,E05,2025-04-14,32,18,4,665,609,0,1,3,agriculture
R01184,E05,2025-04-15,45,41,3,921,1038,6,1,4,manufacturing
R01185,E05,2025-04-15,24,32,4,1294,1029,2,1,4,services
R01186,E05,2025-04-15,48,31,7,2191,1998,9,1,1,services
R01187,E05,2025-04-15,,49,3,,888,4,1,3,manufacturing
R01188,E05,2025-04-15,40,29,3,,598,2,0,1,
R01189,E05,2025-04-15,31,,2,842,484,5,1,1,agriculture
R01190,E05,2025-04-15,39,44,2,773,778,4,1,4,retail
R01191,E05,2025-04-15,23,42,5,1613,1588,3,1,1,government
R01192,E05,2025-04-15,41,36,6,,1201,8,0,4,
R01193,E05,2025-04-16,38,50,5,,774,2,0,4,
R01194,E05,2025-04-16,31,36,3,1309,,4,1,2,government
R01195,E05,2025-04-16,44,27,3,,,3,1,4,agriculture
R01196,E05,2025-04-16,57,26,4,1789,1534,,1,2,agriculture
R01197,E05,2025-04-16,63,45,9,,1688,7,0,4,
R01198,E05,2025-04-17,18,37,5,963,,4,1,2,manufacturing
R01199,E05,2025-04-17,51,27,5,,1242,0,0,2,
R01200,E05,2025-04-17,32,44,6,1593,1504,5,1,1,government
R01201,E05,2025-04-17,35,40,4,981,897,6,1,2,retail
R01202,E05,2025-04-17,37,28,3,1412,,,1,1,agriculture
R01203,E05,2025-04-17,43,37,11,1698,1260,6,1,4,retail
R01204,E05,2025-04-17,35,24,10,1299,1117,5,1,3,retail
R01205,E05,2025-04-17,41,48,4,1247,1224,2,1,1,retail
R01206,E05,2025-04-17,42,35,6,987,861,3,1,4,agriculture
R01207,E05,2025-04-17,38,38,9,955,848,3,1,2,retail
R01208,E05,2025-04-18,50,50,8,2300,1767,3,1,1,agriculture
R01209,E05,2025-04-18,40,50,6,1600,1530,7,1,1,services
R01210,E05,2025-04-18,27,36,4,,1381,3,0,3,
R01211,E05,2025-04-18,39,46,6,,1137,2,0,3,
R01212,E05,2025-04-18,35,21,2,1719,1275,5,1,4,retail
R01213,E05,2025-04-18,56,41,4,1989,2098,3,1,1,manufacturing
R01214,E05,2025-04-18,26,53,5,2857,2570,2,1,2,retail
R01215,E05,2025-04-18,27,53,6,1082,1409,2,1,4,agriculture
R01216,E05,2025-04-19,34,50,6,1104,790,52,1,3,manufacturing
R01217,E05,2025-04-19,42,43,8,693,710,3,1,4,services
R01218,E05,2025-04-19,46,51,3,,2189,6,0,1,
R01219,E05,2025-04-19,36,50,7,2141,1881,2,1,3,services
R01220,E05,2025-04-19,39,55,8,1419,1680,7,1,4,agriculture
R01221,E05,2025-04-20,29,42,4,,625,5,0,2,
R01222,E05,2025-04-20,,29,8,1170,1122,3,1,4,services
R01223,E05,2025-04-20,43,40,7,1150,1193,5,1,4,retail
R01224,E05,2025-04-20,15,45,5,916,,8,1,2,government
R01225,E05,2025-04-20,35,33,10,2292,1274,3,1,4,government
R01226,E05,2025-04-21,31,27,2,,302,3,0,3,
R01227,E05,2025-04-21,34,45,2,,473,4,0,2,
R01228,E05,2025-04-21,38,53,4,970,3137,4,1,4,manufacturing
R01229,E05,2025-04-22,41,42,5,,893,3,0,1,
R01230,E05,2025-04-22,31,45,4,983,908,3,1,2,agriculture
R01231,E05,2025-04-22,38,40,5,597,595,3,1,4,agriculture
R01232,E05,2025-04-22,31,14,3,,1155,4,0,2,
R01233,E05,2025-04-22,8,30,4,913,822,2,1,4,retail
R01234,E05,,44,50,5,1319,1350,4,1,1,agriculture
R01235,E05,2025-04-23,31,34,2,,1271,5,1,4,retail
R01236,E05,2025-04-23,36,48,6,25627,1590,5,1,4,retail
R01237,E05,2025-04-23,53,44,3,1979,1866,5,1,3,manufacturing
R01238,E05,2025-04-23,38,,7,,1778,3,0,3,
R01239,E05,2025-04-23,45,18,7,,1000,6,0,1,
R01240,E05,2025-04-23,50,54,5,746,,5,1,4,agriculture
R01241,E05,2025-04-23,37,65,4,1475,1072,6,1,2,manufacturing
R01242,E05,2025-04-23,36,44,9,338,356,5,1,2,services
R01243,E05,2025-04-23,5,47,6,910,969,3,1,1,agriculture
R01244,E05,2025-04-23,33,47,6,1317,,10,1,2,manufacturing
R01245,E05,2025-04-23,35,36,4,1412,1411,3,1,1,manufacturing
R01246,E05,2025-04-23,27,58,3,802,,2,1,3,services
R01247,E05,2025-04-24,34,38,3,984,793,4,1,4,services
R01248,E05,2025-04-24,13,58,2,887,863,1,1,2,government
R01249,E05,2025-04-24,31,48,5,2056,1698,8,1,4,retail
R01250,E05,2025-04-24,19,42,4,567,513,3,1,3,retail
R01251,E05,2025-04-24,34,60,4,1498,1266,7,1,3,services
R01252,E05,2025-04-24,41,40,6,1555,1365,5,1,4,agriculture
R01253,E05,2025-04-24,47,31,5,2327,1373,7,1,3,services
R01254,E05,2025-04-24,32,30,8,,827,3,0,3,
R01255,E05,2025-04-24,37,40,5,1015,1133,4,1,3,manufacturing
R01256,E05,2025-04-24,35,34,3,1245,1136,2,1,2,agriculture
R01257,E05,2025-04-24,53,41,3,,777,4,0,4,
R01258,E05,2025-04-25,28,47,5,888,636,6,1,2,agriculture
R01259,E05,2025-04-25,46,43,6,,528,2,1,3,services
R01260,E05,2025-04-25,38,23,6,,2693,8,0,4,
R01261,E05,2025-04-25,22,58,2,657,568,4,1,1,retail
R01262,E05,2025-04-25,30,53,9,,1274,5,0,2,
R01263,E05,2025-04-25,23,23,4,2378,1557,6,1,2,retail
R01264,E05,2025-04-25,48,31,4,861,542,5,1,4,services
R01265,E05,2025-04-25,8,43,4,986,715,4,1,2,retail
R01266,E05,,23,42,3,1637,1232,4,1,1,government
R01267,E05,2025-04-26,35,45,5,1447,1337,5,1,3,retail
R01268,E05,2025-04-26,28,49,4,,1373,,0,2,
R01269,E05,2025-04-26,35,44,2,,554,0,0,3,
R01270,E05,2025-04-26,50,49,10,1437,1208,6,1,2,services
R01271,E05,2025-04-26,31,38,3,1334,1006,2,1,3,government
R01272,E05,2025-04-26,39,58,3,,412,2,0,3,
R01273,E05,2025-04-26,31,18,7,2046,1554,3,1,3,government
R01274,E05,2025-04-26,40,48,3,,924,3,0,4,
R01275,E05,2025-04-26,38,36,4,1251,1211,4,1,1,government
R01276,E05,2025-04-26,43,38,9,,1516,3,0,1,
R01277,E05,2025-04-26,35,32,3,,1602,4,0,4,
R01278,E05,2025-04-27,43,28,7,1421,1264,7,1,4,agriculture
,E05,2025-04-27,35,13,5,,1351,6,0,2,
R01280,E05,2025-04-27,36,59,4,1799,1926,5,1,2,services
R01281,E05,2025-04-27,43,23,4,850,568,1,1,4,manufacturing
R01282,E05,2025-04-27,37,45,3,616,543,7,1,2,agriculture
R01283,E05,2025-04-27,33,48,9,956,684,4,1,2,services
R01284,E05,2025-04-27,40,22,6,942,631,5,1,1,government
R01285,E05,2025-04-27,,28,8,1577,1495,3,1,2,retail
R01286,E05,2025-04-27,44,32,5,,,2,0,4,
R01287,E05,2025-04-27,25,32,3,,667,3,0,1,
R01288,E05,2025-04-28,31,22,4,1539,1095,5,1,4,government
R01289,E05,2025-04-28,36,46,3,607,543,2,1,4,government
R01290,E05,2025-04-28,34,,10,1388,1290,4,1,2,services
R01291,E05,2025-04-28,41,29,3,,1658,3,0,3,
R01292,E05,2025-04-28,34,37,5,,1092,3,0,2,
R01293,E05,2025-04-29,40,31,5,923,971,3,1,1,manufacturing
R01294,E05,2025-04-29,47,40,11,596,622,0,1,3,services
R01295,E05,2025-04-29,,53,5,720,812,0,1,4,retail
R01296,E05,2025-04-29,27,27,5,1839,1368,0,1,2,agriculture
R01297,E05,2025-04-29,44,42,6,,973,4,0,3,
R01298,E05,2025-04-29,,41,8,,6930,3,0,4,
R01299,E05,2025-04-29,29,59,4,,889,3,0,3,
R01300,E05,2025-04-30,25,33,5,,1353,4,1,2,services
R01301,E05,2025-04-30,46,36,10,,1930,6,0,4,
R01302,E05,2025-04-30,38,37,5,,1076,4,1,2,manufacturing
R01303,E05,2025-04-30,29,27,7,,2536,5,0,4,
R01304,E05,2025-04-30,39,40,6,1101,814,4,1,2,manufacturing
R01305,E05,2025-04-30,37,45,3,1624,984,,1,1,retail
R01306,E06,2025-04-01,31,31,7,1843,1750,5,1,1,services
R01307,E06,2025-04-01,52,53,11,,1143,4,0,1,
R01308,E06,2025-04-01,37,47,6,,954,7,1,3,retail
R01309,E06,2025-04-01,26,44,4,1186,638,0,1,1,agriculture
R01310,E06,2025-04-01,39,18,4,1077,,3,1,1,agriculture
R01311,E06,2025-04-01,15,22,8,1536,1006,,1,4,government
R01312,E06,2025-04-01,27,37,5,1771,897,0,1,3,government
R01313,E06,2025-04-01,30,34,4,,924,5,0,2,
R01314,E06,2025-04-01,37,26,6,1313,765,5,1,1,services
R01315,E06,2025-04-01,54,32,6,582,641,8,1,1,retail
R01316,E06,2025-04-02,34,,7,661,621,0,1,2,government
R01317,E06,2025-04-02,35,19,3,,820,2,0,1,
R01318,E06,2025-04-02,54,41,10,484,474,4,1,1,services
R01319,E06,2025-04-02,,27,9,1610,1658,6,1,1,government
R01320,E06,2025-04-02,32,57,5,1265,1176,3,1,2,services
R01321,E06,2025-04-02,14,42,2,,664,5,0,2,
R01322,E06,2025-04-02,53,59,5,1135,1170,4,1,4,services
R01323,E06,2025-04-02,33,46,3,1086,650,3,1,4,manufacturing
R01324,E06,2025-04-02,33,38,3,967,1057,3,1,4,services
R01325,E06,2025-04-03,52,20,7,939,747,2,1,1,agriculture
R01326,E06,2025-04-03,29,63,5,,1176,1,0,4,
R01327,E06,2025-04-03,37,16,8,1431,1189,5,1,1,retail
R01328,E06,2025-04-03,35,45,6,1132,776,,1,1,services
R01329,E06,2025-04-03,36,65,8,965,1038,3,1,4,services
R01330,E06,2025-04-04,29,37,4,684,692,3,1,1,agriculture
R01331,E06,2025-04-04,40,49,5,,1653,5,0,1,
R01332,E06,2025-04-04,36,48,3,,1356,8,0,3,
R01333,E06,2025-04-04,33,59,11,,1303,3,0,3,
R01334,E06,2025-04-05,47,30,2,1317,1341,4,1,1,agriculture
R01335,E06,2025-04-05,36,27,6,,1870,4,0,1,
R01336,E06,2025-04-05,47,18,4,1055,3797,4,1,2,manufacturing
R01337,E06,2025-04-05,49,35,9,2848,2324,4,1,4,retail
R01338,E06,2025-04-05,17,55,4,1192,1182,1,1,1,services
R01339,E06,2025-04-05,41,39,5,,2077,9,0,2,
R01340,E06,2025-04-05,45,48,8,598,440,1,1,4,government
R01341,E06,2025-04-05,38,32,4,1974,1836,4,1,4,government
R01342,E06,2025-04-05,27,24,3,,822,6,0,2,
R01343,E06,2025-04-06,46,24,9,1695,1567,3,1,1,manufacturing
R01344,E06,2025-04-06,34,32,1,1944,9201,5,1,4,retail
R01345,E06,2025-04-06,29,100,5,780,478,4,1,2,retail
R01346,E06,2025-04-06,31,22,5,505,557,4,1,3,retail
